2587.874730|357.309977|20.970823|124.689563|0.989946|2614.816030
2585.999171|351.715088|20.962975|124.575646|0.990319|2612.336477
2584.584554|352.636973|20.950100|124.536689|0.990692|2609.411875
2588.256200|360.902150|20.982763|124.629147|0.990542|2615.038554
2591.387431|356.960297|20.976684|124.683364|0.989936|2614.148458
2590.624491|354.862213|20.990055|124.667867|0.990290|2612.495422
2586.428324|356.451670|20.956319|124.616177|0.990489|2615.451813
2592.500051|358.899434|20.952782|124.585755|0.990453|2610.397339
2592.452367|360.266368|20.997545|124.722941|0.989919|2616.882324
2587.143580|353.876750|20.974737|124.586900|0.990157|2614.466349
2586.046855|356.642405|21.008473|124.619849|0.990644|2618.058523
2599.875132|363.159180|21.059415|124.814875|0.990186|2628.517151
2594.502767|364.303589|21.005453|124.742992|0.990111|2623.240153
2598.762512|364.208221|21.035295|124.818595|0.989763|2625.592550
2598.587672|362.777710|21.052123|124.874885|0.989715|2628.866831
2590.958277|357.246399|20.992121|124.675067|0.989985|2618.312836
2595.822016|365.797679|21.016162|124.701937|0.990104|2619.647980
2597.061793|367.609660|21.004360|124.738152|0.990111|2620.029449
2591.911952|364.780426|21.020771|124.782665|0.990129|2623.017629
2600.510915|365.447998|21.040918|124.868901|0.989686|2626.005809
2596.410116|364.653269|21.019619|124.837382|0.989769|2625.528971
2598.158518|362.618764|21.028738|124.857505|0.989751|2625.560760
2596.092224|362.745921|21.011235|124.781878|0.989839|2620.251973
2593.247096|361.315409|20.999294|124.750526|0.989856|2620.029449
2599.827449|359.408061|21.026990|124.884327|0.990092|2624.448140
2595.647176|359.757741|20.996771|124.847038|0.990056|2621.301015
2593.819300|360.139211|20.996314|124.792464|0.990282|2620.156606
2590.513229|359.249115|20.962160|124.785741|0.990345|2613.385518
2588.717143|357.850393|20.961604|124.691875|0.990333|2614.339193
2589.670817|360.202789|20.962677|124.699028|0.990448|2614.021301
2590.052287|357.723236|20.967803|124.719103|0.990488|2615.070343
2590.624491|359.408061|20.972333|124.739869|0.990279|2617.613475
2594.518661|357.913971|20.997367|124.786599|0.989979|2618.598938
2591.816584|355.497996|20.976902|124.760778|0.989815|2617.073059
2588.287989|354.448954|20.960134|124.623306|0.990568|2612.113953
2595.313390|361.855825|21.001718|124.760015|0.990324|2621.714274
2592.833837|367.927551|20.986538|124.796398|0.990089|2619.012197
2590.703964|366.528829|20.986697|124.669464|0.990055|2616.373698
2584.266663|367.228190|20.926775|124.710162|0.989384|2609.761556
2593.723933|368.976593|21.038653|124.764021|0.989488|2624.861399
2596.759796|372.346242|21.009784|124.800976|0.989919|2622.032166
2587.652206|363.604228|20.946305|124.715622|0.989778|2612.304688
----------------------------------------------------------------
0.000000|0.000000|0.000000|0.000000|0.000000|0.000000
